"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.454364717E1,1.208344656E-1,-7.784865975E-2,-4.188302100E-2,1.497183000E-1
2.455367317E1,1.190446329E-1,-1.263057053E-2,1.530765975E-1,1.943285893E-1
2.456369917E1,8.707995147E-2,8.141838491E-2,2.790946198E-1,3.034891730E-1
2.457372417E1,4.143410102E-2,1.478965491E-1,2.385254681E-1,2.836980312E-1
2.458375017E1,-6.768152118E-4,9.586743951E-2,1.281721365E-1,1.600597408E-1
2.459377617E1,-1.667421252E-2,7.558929563E-2,5.810436666E-2,9.678785255E-2
2.460380217E1,-3.116712123E-2,7.117581725E-2,3.595978926E-2,8.561829741E-2
2.461382667E1,-1.145805761E-2,4.391609788E-2,5.229515791E-2,6.924373097E-2
2.462385267E1,6.449902788E-2,-3.415417135E-2,5.310792089E-2,9.026119475E-2
2.463387867E1,1.421386497E-1,-6.486023962E-2,1.664059103E-2,1.571214679E-1
2.464390367E1,1.566600636E-1,-1.080460203E-1,-3.770869374E-2,1.940058339E-1
2.465392967E1,1.250922619E-1,-6.955321491E-2,-5.509831309E-2,1.533673622E-1
2.466395567E1,9.946581602E-2,1.388479829E-2,-3.894596457E-2,1.077173354E-1
2.467398067E1,-2.146527484E-2,1.325943857E-1,-5.173967242E-2,1.439410395E-1
2.468400667E1,-1.109760600E-1,1.772899175E-1,-8.112660885E-2,2.243410961E-1
2.469403267E1,-1.682425207E-1,1.603055102E-1,-6.511927128E-2,2.413377754E-1
2.470405767E1,-2.063137418E-1,1.752451462E-1,-4.151405712E-2,2.738606183E-1
2.471408367E1,-2.198270957E-1,1.620052958E-1,-3.352909943E-2,2.751251867E-1
2.472410967E1,-2.370258035E-1,1.264436996E-1,-3.614280482E-2,2.710637250E-1
2.473413567E1,-2.524044192E-1,9.719826579E-2,-8.447004676E-2,2.833561054E-1
2.474416067E1,-2.353542307E-1,6.886499763E-2,-1.170764601E-1,2.717368200E-1
2.475418667E1,-1.623833182E-1,6.999994218E-2,-1.179687452E-1,2.125675394E-1
2.476421267E1,-7.087834015E-2,7.765920997E-2,-9.666616917E-2,1.428252088E-1
2.477423767E1,9.432640582E-2,6.731197715E-2,-1.399822970E-2,1.167232776E-1
2.478426367E1,2.154213649E-1,6.088354826E-2,1.271289933E-1,2.574392197E-1
2.479428967E1,3.223391649E-1,4.018674374E-2,2.125451195E-1,3.881918848E-1
2.480431467E1,4.015851630E-1,-1.700253367E-2,2.287769902E-1,4.624917735E-1
2.481434067E1,3.928577551E-1,-6.739500761E-2,1.667813015E-1,4.320825214E-1
2.482436667E1,3.374243966E-1,-1.321570140E-1,5.778218965E-2,3.669597814E-1
2.483439167E1,2.557173054E-1,-1.642313308E-1,-5.835286419E-2,3.094645812E-1
2.484441767E1,1.515069124E-1,-1.437163746E-1,-6.531573772E-2,2.188033054E-1
2.485444367E1,4.847809553E-2,-2.724744022E-2,-4.339101791E-2,7.053601336E-2
2.486446967E1,-4.567040876E-2,9.171533167E-2,-3.143345734E-2,1.071706608E-1
2.487449467E1,-1.002918814E-1,1.291696715E-1,-3.911202093E-2,1.681458168E-1
2.488452067E1,-1.425999950E-1,1.036658710E-1,-6.495670955E-2,1.878849262E-1
2.489454667E1,-1.804142310E-1,6.995784223E-2,-8.109386444E-2,2.098085062E-1
2.490457167E1,-1.398092651E-1,7.801355124E-2,-6.582327147E-2,1.731053086E-1
2.491459767E1,-1.346268779E-1,1.694289207E-1,1.751241088E-2,2.171111236E-1
2.492462367E1,-3.182823667E-1,7.951979399E-2,9.375659466E-2,3.411998851E-1
2.493464867E1,-2.568901107E-1,-1.146568823E-1,1.921628952E-2,2.819716216E-1
2.494467467E1,-1.454822338E-1,-1.339035773E-1,9.329934239E-2,2.186321469E-1
2.495470067E1,-1.010621059E-1,-9.064704537E-2,-1.881400108E-2,1.370562028E-1
2.496472567E1,-5.672997862E-2,-8.745855868E-2,-4.058669329E-2,1.118685373E-1
2.497475167E1,-2.573476553E-2,-1.843311346E-1,-4.884763042E-2,1.924222864E-1
2.498477767E1,3.451626018E-2,-1.453489172E-1,-2.922905978E-1,3.282551957E-1
2.499480367E1,1.529967830E-1,6.209684551E-2,-4.123257673E-1,4.441582738E-1
2.500482867E1,1.572684664E-1,9.980203092E-2,-8.436362743E-3,1.864537157E-1
2.501485467E1,1.417425008E-1,3.167495191E-2,1.561838078E-1,2.132782712E-1
2.502488067E1,7.926938698E-2,1.666906697E-1,-7.075714747E-2,1.976764755E-1
2.503490567E1,8.421686232E-2,4.080380040E-1,-1.229108119E-1,4.343898713E-1
2.504493167E1,9.035409987E-3,6.279149473E-1,-1.326698148E-1,6.418411793E-1
2.505495767E1,-3.348612696E-2,7.056460780E-1,-1.148638737E-1,7.157174146E-1
2.506498267E1,8.478579640E-2,4.654868978E-1,1.752878308E-1,5.045716074E-1
2.507500867E1,2.044727460E-1,-1.345444322E-2,3.209630227E-1,3.807983559E-1
2.508503467E1,2.039538056E-1,-5.320790827E-1,2.005559703E-1,6.040927100E-1
2.509505967E1,1.288053900E-1,-7.891244370E-1,3.920790156E-2,8.005282413E-1
2.510508567E1,9.235940248E-2,-6.394608593E-1,-1.706334472E-1,6.682486237E-1
2.511511167E1,3.005527318E-2,-2.671534359E-1,-1.780102944E-1,3.224312992E-1
2.512513767E1,-1.647014469E-3,6.085957468E-2,-2.418873430E-2,6.551103230E-2
2.513516267E1,3.435034543E-2,3.040908819E-1,1.689377729E-1,3.495585528E-1
2.514518867E1,3.955758333E-2,4.391340816E-1,2.943500054E-1,5.301372178E-1
2.515521467E1,3.183575034E-2,4.804259491E-1,2.815375682E-1,5.577508493E-1
2.516523967E1,4.172587708E-2,4.230665177E-1,1.695353583E-1,4.576773590E-1
2.517526567E1,-4.610529542E-3,2.654975045E-1,3.493362347E-2,2.678255774E-1
2.518529167E1,-1.066192997E-1,8.256151557E-2,-6.165539900E-2,1.482749714E-1
2.519531667E1,-1.862038516E-1,-5.515561581E-2,-1.294023816E-1,2.333645060E-1
2.520534267E1,-1.753363627E-1,-1.386193568E-1,-1.462680995E-1,2.671189306E-1
2.521536867E1,-3.796611741E-2,-1.570579666E-1,-1.353489999E-1,2.107794646E-1
2.522539367E1,9.791893512E-2,-1.078618330E-1,-9.223867575E-2,1.724246681E-1
2.523541967E1,1.606355855E-1,-2.797191024E-2,-8.000160456E-3,1.632489561E-1
2.524544567E1,1.440578520E-1,4.410905600E-2,3.080294933E-3,1.506909479E-1
2.525547167E1,1.000379661E-1,3.470439434E-2,-4.243088683E-2,1.140717748E-1
2.526549667E1,1.003928921E-1,8.415897489E-3,-9.623464465E-2,1.393221696E-1
2.527552267E1,1.305535613E-1,-7.235987842E-2,-1.108491663E-1,1.859239685E-1
2.528554867E1,2.065756971E-1,-1.098218197E-1,9.597619772E-2,2.528750308E-1
2.529557367E1,3.111211355E-1,-5.694603324E-2,2.933700120E-1,4.313990909E-1
2.530559967E1,3.008424613E-1,-3.600715399E-3,3.424737597E-1,4.558589998E-1
2.531562567E1,1.283459450E-1,4.801441133E-2,3.015444195E-1,3.312206247E-1
2.532565067E1,-1.180345264E-1,1.172723418E-1,1.439642966E-1,2.200242493E-1
2.533567667E1,-2.915339863E-1,1.881230539E-1,-4.617314139E-2,3.500204388E-1
2.534570267E1,-3.723074234E-1,2.061669767E-1,-2.102997704E-1,4.747037320E-1
2.535572867E1,-3.885631214E-1,1.791265279E-1,-3.095866434E-1,5.281207268E-1
2.536575367E1,-3.446708509E-1,1.434748846E-1,-2.827105562E-1,4.683036372E-1
2.537577967E1,-3.234054047E-1,1.846761203E-1,-1.913781989E-1,4.187146286E-1
2.538580567E1,-2.685287011E-1,1.954513693E-1,-1.530309892E-1,3.656875506E-1
2.539583067E1,-2.142732641E-1,1.528134727E-1,-1.037249279E-1,2.828848703E-1
2.540585667E1,-1.455304733E-1,8.170840681E-2,-4.432542125E-2,1.726850467E-1
2.541588267E1,-1.428249666E-1,3.018800497E-2,-3.613581100E-2,1.503864474E-1
2.542590767E1,-9.613246456E-2,4.102406502E-3,-4.801498692E-2,1.075347360E-1
2.543593367E1,-7.028265506E-2,3.306775868E-2,-5.655777812E-2,9.608283162E-2
2.544595967E1,-3.513372615E-2,6.820835531E-2,-6.577531974E-2,1.010601362E-1
2.545598467E1,-1.360208541E-3,7.006192267E-2,-6.494969289E-2,9.554572613E-2
2.546601067E1,9.585925341E-3,5.884053111E-2,-6.804989576E-2,9.047036188E-2
2.547603667E1,3.295900047E-2,-5.784650445E-3,-3.866882483E-2,5.113742178E-2
2.548606267E1,6.026652083E-2,-7.547644436E-2,2.010039766E-2,9.865481829E-2
2.549608767E1,1.051083791E-1,-9.883022368E-2,7.078286609E-2,1.607028270E-1
2.550611367E1,1.841886087E-1,-1.158327574E-1,8.058399637E-2,2.320268340E-1
2.551613967E1,3.325875798E-1,-8.453378141E-2,1.215273881E-1,3.640458274E-1
2.552616467E1,4.337682380E-1,-5.527665317E-2,2.141145122E-1,4.868833710E-1
2.553619067E1,4.691697666E-1,3.164688528E-2,2.677931213E-1,5.411422651E-1
2.554621667E1,4.195149189E-1,5.801373482E-2,2.856774151E-1,5.108521764E-1
2.555624167E1,2.866559467E-1,5.198291659E-2,2.324455333E-1,3.726993176E-1
2.556626767E1,1.026791534E-1,3.849923730E-2,9.578791738E-2,1.456040004E-1
2.557629367E1,-1.574041218E-2,5.717407465E-3,-7.259318233E-2,7.449979492E-2
2.558631867E1,-5.907018051E-2,-4.930956960E-3,-1.424065892E-1,1.542505663E-1
2.559634467E1,-6.974924281E-2,3.434128225E-2,-1.102422253E-1,1.348985870E-1
2.560637067E1,-3.162715092E-2,3.487922609E-2,-1.259419994E-1,1.344552873E-1
2.561639717E1,-4.158247411E-2,1.457184613E-2,-1.054089260E-1,1.142474618E-1
2.562642217E1,-5.963107467E-2,1.053317428E-2,-8.864028096E-2,1.073494864E-1
2.563644817E1,-1.349407272E-1,5.568069577E-2,-9.284091155E-2,1.729993485E-1
2.564647417E1,-1.250693116E-1,1.819115567E-1,-3.563293219E-2,2.236154132E-1
2.565649917E1,-1.632077757E-1,1.361407220E-1,-1.019964727E-1,2.357421360E-1
2.566652517E1,-1.522705588E-1,2.250242472E-2,-1.199333914E-1,1.951325205E-1
2.567655117E1,-6.282950163E-2,2.069914341E-3,-7.167982897E-2,9.534059314E-2
2.568657617E1,-4.804832518E-2,5.204782069E-2,-1.595237374E-2,7.260919652E-2
2.569660217E1,-4.236263886E-2,8.755620718E-2,-1.486243447E-2,9.839499248E-2
2.570662817E1,-3.670838133E-2,6.582912326E-2,5.675316649E-3,7.558563321E-2
2.571665417E1,-1.429234922E-2,3.877698004E-2,3.457692504E-2,5.388403449E-2
2.572667917E1,3.507043004E-2,4.002302170E-2,3.658368945E-2,6.457664952E-2
2.573670517E1,4.199645698E-2,1.604008198E-2,8.090207577E-3,4.567754467E-2
2.574673117E1,3.477178350E-2,5.568888187E-3,2.926298459E-2,4.578658876E-2
2.575675617E1,2.904282779E-2,9.069499254E-2,1.489776993E-1,1.768146555E-1
2.576678217E1,-1.410947755E-2,1.539425701E-1,1.316793056E-1,2.030685396E-1
2.577680817E1,9.045642614E-4,1.058322644E-1,7.027415833E-2,1.270422912E-1
2.578683317E1,1.569407299E-2,4.816351533E-3,-1.549043457E-2,2.257110392E-2
2.579685917E1,5.270782515E-2,-6.913280010E-2,-9.975465934E-2,1.323195033E-1
2.580688517E1,6.187728256E-2,-6.941112757E-2,-1.550155342E-1,1.807664752E-1
2.581691117E1,3.728170082E-2,-3.473012209E-2,-1.150147227E-1,1.257954413E-1
2.582693617E1,2.455318943E-2,3.807180583E-2,-3.382261595E-2,5.653574851E-2
2.583696217E1,-2.574909121E-2,1.154445022E-1,1.576526284E-2,1.193272488E-1
2.584698817E1,-7.104396254E-2,1.579607767E-1,7.210903287E-2,1.876128039E-1
2.585701317E1,-1.108088297E-1,1.659422261E-1,5.436856231E-2,2.068123780E-1
2.586703917E1,-1.049449494E-1,1.023841614E-1,6.655300856E-3,1.467659768E-1
2.587706517E1,-4.570037574E-2,2.750822604E-2,-5.720800677E-2,7.821753564E-2
2.588709017E1,3.671379000E-2,-8.699487448E-3,-9.968919793E-2,1.065904294E-1
2.589711617E1,1.143849868E-1,-1.935369909E-2,-7.371352712E-2,1.374488084E-1
2.590714217E1,1.649344584E-1,-2.879812181E-2,-3.509732723E-2,1.710687867E-1
2.591716717E1,1.754430744E-1,1.443092823E-3,3.233040651E-2,1.784029430E-1
2.592719317E1,1.580572557E-1,4.007681608E-3,1.044885560E-1,1.895152129E-1
2.593721917E1,1.254435334E-1,2.298715889E-2,1.427691257E-1,1.914354011E-1
2.594724517E1,9.145483822E-2,8.473784924E-3,1.322008681E-1,1.609747247E-1
2.595727017E1,4.935810149E-2,-1.969342232E-3,6.860421181E-2,8.453779255E-2
2.596729617E1,2.119718000E-2,-1.523608983E-2,-1.722237985E-2,3.127409856E-2
2.597732217E1,2.926969975E-3,-2.245330811E-4,-4.033174555E-2,4.043843799E-2
2.598734717E1,-3.676875383E-3,3.230001926E-2,-1.600148122E-2,3.623338320E-2
2.599737317E1,-1.487195447E-2,6.279968083E-2,-4.002300343E-2,7.593955323E-2
2.600739917E1,-1.469083697E-2,6.808731794E-2,-3.065344334E-2,7.610083537E-2
2.601742417E1,-2.089575604E-2,7.348605216E-2,2.992371996E-2,8.205035952E-2
2.602745017E1,-3.329872370E-2,8.904490829E-2,4.095506787E-2,1.035138555E-1
2.603747617E1,-2.963310421E-2,9.354667962E-2,1.803633967E-2,9.977179802E-2
2.604750217E1,-7.937799901E-2,8.822337449E-2,-1.042088946E-2,1.191336454E-1
2.605752717E1,-4.848525837E-2,5.229398847E-2,-3.807939808E-2,8.084257583E-2
2.606755317E1,-3.353129670E-2,2.850868464E-2,-5.208464901E-2,6.819020179E-2
2.607757917E1,-3.363376915E-2,3.883720636E-3,-1.016585219E-1,1.071483494E-1
2.608760417E1,-5.370550632E-2,-2.955767512E-3,-8.441508293E-2,1.000945763E-1
2.609763017E1,-2.685962364E-2,2.640778005E-2,-4.470771952E-3,3.793149129E-2
2.610765617E1,-1.466832519E-2,2.706091404E-2,6.931759039E-2,7.584445378E-2
2.611768117E1,1.633375838E-2,5.972638428E-2,7.801122149E-2,9.959810902E-2
2.612770717E1,2.144510195E-2,8.502904058E-2,9.283048706E-3,8.818165984E-2
2.613773317E1,9.065815508E-3,8.575000226E-2,-6.946492195E-4,8.623070472E-2
2.614775917E1,-3.967701271E-2,1.459874332E-1,9.140836199E-2,1.767543058E-1
2.615778417E1,-7.769721687E-2,1.364950633E-1,8.661714435E-2,1.793607803E-1
2.616781017E1,-7.554573387E-2,9.960322559E-2,5.511938134E-2,1.366239608E-1
2.617783617E1,-1.493101135E-2,5.423760295E-2,2.759769757E-2,6.266007968E-2
2.618786117E1,5.228492528E-2,-2.888933837E-2,-1.406021476E-2,6.136771890E-2
2.619788717E1,1.234978724E-1,-5.793655157E-2,-7.966482321E-2,1.579710497E-1
2.620791317E1,1.482647775E-1,-5.369030356E-2,-1.008948664E-1,1.872027431E-1
2.621793817E1,1.302974533E-1,-2.616219699E-2,-1.376528029E-1,1.913378714E-1
2.622796417E1,7.662162155E-2,-5.090001225E-3,-1.287229260E-1,1.498878670E-1
2.623799017E1,8.620447710E-2,1.656106889E-2,-6.065432827E-2,1.066978370E-1
2.624801517E1,9.003951967E-2,4.512237847E-2,1.883388162E-2,1.024590613E-1
2.625804117E1,9.892348677E-2,7.512619615E-2,9.781105399E-2,1.581037756E-1
2.626806717E1,1.223354459E-1,7.579745650E-2,1.617491877E-1,2.165040772E-1
2.627809317E1,8.886042863E-2,6.508360326E-2,1.658457470E-1,1.990900876E-1
2.628811817E1,4.561588347E-2,1.791645348E-2,8.123185873E-2,9.487055920E-2
2.629814417E1,-1.059690893E-2,-1.775682449E-2,1.300420761E-3,2.071932405E-2
2.630817017E1,-2.651990041E-2,-1.396256626E-2,-3.417579691E-2,4.545595086E-2
2.631819517E1,-4.676895440E-3,-8.940392733E-3,-5.360493422E-2,5.454624593E-2
2.632822117E1,-6.548881531E-5,3.086394310E-2,-5.228231231E-2,6.071266303E-2
2.633824717E1,2.627197847E-2,7.082790792E-2,-3.962774078E-2,8.530631414E-2
2.634827217E1,4.162720531E-2,1.099580598E-1,-4.103808006E-2,1.245300090E-1
2.635829817E1,5.030315772E-2,1.149188375E-1,-2.352801721E-2,1.276335163E-1
2.636832417E1,2.505561143E-2,9.737660587E-2,-4.614037871E-2,1.106296596E-1
2.637835017E1,-1.407702550E-2,5.329210818E-2,-3.101946990E-2,6.324886524E-2
2.638837517E1,-4.026860476E-2,3.257366896E-2,-2.616395116E-2,5.802720723E-2
2.639840117E1,-4.222712964E-2,3.059789479E-2,-2.414196571E-2,5.746473833E-2
2.640842717E1,-3.334111601E-2,1.809303939E-2,6.492748260E-3,3.848563201E-2
2.641845217E1,-3.860185593E-3,2.268134952E-3,5.074214657E-2,5.093928648E-2
2.642847817E1,1.098501787E-2,6.654189885E-2,3.838113268E-2,7.759900944E-2
2.643850417E1,3.126652390E-3,6.088588715E-2,2.185339292E-2,6.476448093E-2
2.644852917E1,5.041586280E-2,3.709064305E-2,6.351479530E-2,8.917176821E-2
2.645855517E1,9.261404872E-2,2.212001681E-2,2.939629197E-2,9.965339505E-2
2.646858117E1,7.178889781E-2,9.093589783E-3,-6.289148211E-2,9.587323791E-2
2.647860717E1,5.101973400E-2,-1.394151628E-2,-7.252651493E-2,8.976343633E-2
2.648863217E1,6.191792071E-2,-3.306600451E-2,-2.093770981E-2,7.325010069E-2
2.649865817E1,8.347543538E-2,-5.145549774E-4,2.980793595E-2,8.863930349E-2
2.650868417E1,3.805426419E-2,5.147596300E-2,1.857073864E-2,6.665413808E-2
2.651870917E1,-1.146785170E-3,5.634260058E-2,3.838231126E-2,6.818361661E-2
2.652873517E1,-2.837551430E-2,1.361828220E-1,1.581344755E-1,2.106120680E-1
2.653876117E1,-5.501864478E-2,1.801538837E-1,1.609914068E-1,2.477916588E-1
2.654878617E1,-7.514037564E-2,1.336609179E-1,1.275511805E-1,1.994507976E-1
2.655881217E1,-7.631522745E-2,7.468648553E-2,2.662003398E-2,1.100486768E-1
2.656883817E1,-4.491144016E-2,3.443074465E-2,-4.708643993E-2,7.361824815E-2
2.657886317E1,-1.504166991E-2,1.624824286E-2,-1.043236828E-1,1.066474942E-1
2.658888917E1,4.562070742E-2,2.660658538E-2,-1.246099945E-1,1.353396101E-1
2.659891517E1,7.833324775E-2,5.007964790E-2,-1.216828601E-1,1.531364988E-1
2.660894117E1,5.885047138E-2,2.142068982E-2,-1.345806849E-1,1.484391616E-1
2.661896642E1,1.879499763E-2,-4.442129731E-3,-1.258811975E-1,1.273540746E-1
2.662899242E1,-4.766036242E-2,9.735614061E-3,-8.311466217E-2,9.630337167E-2
2.663901842E1,-6.507512480E-2,4.702915549E-2,-2.093067488E-2,8.297352882E-2
2.664904342E1,-5.399699003E-2,8.087400913E-2,3.446348906E-2,1.031698229E-1
2.665906942E1,-2.944482386E-2,1.214121705E-1,7.020401001E-2,1.433056727E-1
2.666909542E1,2.168381453E-2,9.271403611E-2,8.615636548E-2,1.284094997E-1
2.667912042E1,6.995930403E-2,4.061066687E-2,6.808379134E-2,1.057304740E-1
2.668914642E1,1.083809195E-1,-4.950837493E-3,2.842216412E-2,1.121550441E-1
2.669917242E1,1.052338019E-1,-4.355123162E-2,-3.561071277E-2,1.193272211E-1
2.670919842E1,8.364354283E-2,-5.262844920E-2,-6.341420492E-2,1.174195780E-1
2.671922342E1,4.508481011E-2,-1.949578643E-2,-3.195384583E-2,5.859841341E-2
2.672924942E1,4.498277619E-2,1.252999842E-2,2.290707031E-2,5.201139188E-2
2.673927542E1,6.209362954E-2,5.282550037E-2,7.191139698E-2,1.087078715E-1
2.674930042E1,1.032033563E-1,7.520454884E-2,1.144978380E-1,1.715121332E-1
2.675932642E1,1.138613686E-1,9.013365984E-2,1.004633510E-1,1.765824816E-1
2.676935242E1,1.002952436E-1,7.869709074E-2,5.713667074E-2,1.397031392E-1
2.677937742E1,4.498876959E-2,1.676806033E-2,-4.132793751E-3,4.818959660E-2
2.678940342E1,-1.698703855E-2,-2.398878694E-2,-6.931759039E-2,7.529242800E-2
2.679942942E1,-5.657268852E-2,-3.126038432E-2,-8.785909295E-2,1.090729157E-1
2.680945542E1,-9.204920769E-2,2.193290591E-2,-5.902998090E-2,1.115286853E-1
2.681948042E1,-1.106927624E-1,8.490741849E-2,-5.308102369E-2,1.492640360E-1
2.682950642E1,-7.902204975E-2,8.584998965E-2,3.531953970E-2,1.219105203E-1
2.683953242E1,-1.857484996E-2,8.934428573E-2,8.240248958E-2,1.229536365E-1
2.684955742E1,-2.270327657E-2,8.644172788E-2,2.859407226E-2,9.383619799E-2
2.685958342E1,-8.071818084E-2,6.568294287E-2,-7.266921440E-2,1.269270989E-1
2.686960942E1,-7.448271006E-2,2.644988000E-2,-7.812698722E-2,1.111354866E-1
2.687963442E1,2.114645541E-3,4.459086657E-3,-5.211387595E-2,5.234702710E-2
2.688966042E1,6.252149954E-2,4.392136037E-2,-2.406595191E-2,8.010738944E-2
2.689968642E1,1.282475656E-1,4.939376950E-2,-3.311844673E-3,1.374705455E-1
2.690971242E1,1.647578725E-1,3.675501287E-2,1.316348577E-1,2.140649978E-1
2.691973742E1,1.294254872E-1,4.861141205E-2,2.421261835E-1,2.788173504E-1
2.692976342E1,8.905163258E-2,5.282491565E-2,2.263281945E-1,2.488877591E-1
2.693978942E1,4.261158407E-3,3.813787937E-2,6.863227844E-2,7.863234041E-2
2.694981442E1,-9.979530662E-2,2.489393592E-2,-9.813033024E-2,1.421561570E-1
2.695984042E1,-1.402861056E-1,-2.428933382E-3,-1.722929052E-1,2.221957163E-1
2.696986642E1,-1.270959565E-1,5.751379788E-2,-1.696698260E-1,2.196567071E-1
2.697989142E1,-9.336863190E-2,1.551851034E-1,-1.120490424E-1,2.129673816E-1
2.698991742E1,-8.476269990E-2,2.044362009E-1,-2.842095813E-2,2.231291697E-1
2.699994342E1,-9.173009589E-2,1.753638446E-1,1.291768709E-2,1.983273938E-1
2.700996842E1,-6.303473890E-2,9.863317251E-2,-3.505403956E-2,1.221911074E-1
2.701999442E1,-7.037240982E-2,6.196235955E-2,-9.751284599E-2,1.352788424E-1
2.703002042E1,-9.067481965E-2,1.042324662E-2,-1.357536181E-1,1.635836539E-1
2.704004642E1,-6.458103508E-2,-5.160577118E-2,-1.347888641E-1,1.581199026E-1
2.705007142E1,1.293959588E-2,-4.586731374E-2,-6.910590291E-2,8.394563377E-2
2.706009742E1,9.026054442E-2,6.747102141E-3,4.569365144E-2,1.013923027E-1
2.707012342E1,1.650666055E-1,6.229798973E-2,1.383942207E-1,2.242342170E-1
2.708014842E1,2.132409382E-1,5.735533834E-2,1.742154515E-1,2.812691879E-1
2.709017442E1,2.213741228E-1,3.673337817E-2,1.489835282E-1,2.693546640E-1
2.710020042E1,1.888963482E-1,2.087222099E-2,3.752507290E-2,1.937152835E-1
2.711022542E1,1.138195610E-1,-3.038388669E-2,-9.256259322E-2,1.498195805E-1
2.712025142E1,6.478451818E-2,-6.832296073E-2,-1.476503631E-1,1.751162199E-1
2.713027742E1,1.457681626E-2,-5.955973864E-3,-9.256845871E-2,9.389822546E-2
2.714030342E1,-7.070190042E-2,5.773774624E-2,-7.332642317E-2,1.170861666E-1
2.715032842E1,-7.768289119E-2,3.896818399E-2,-2.201242805E-2,8.965320929E-2
2.716035442E1,-5.138123810E-2,-2.663465202E-2,1.202655498E-1,1.334662459E-1
2.717038042E1,-5.772809833E-2,9.771866798E-3,1.748609841E-1,1.844027833E-1
2.718040542E1,-5.184229106E-2,1.096399713E-1,8.451565504E-2,1.478223339E-1
2.719043142E1,2.878438085E-3,6.095429957E-2,-1.384269742E-1,1.512803333E-1
2.720045742E1,6.652128741E-2,9.170188308E-3,-2.690222061E-1,2.772762546E-1
2.721048242E1,9.810370713E-2,-4.313490987E-2,-1.758093842E-1,2.058977838E-1
2.722050842E1,1.707237867E-1,2.489569008E-2,-2.384143710E-2,1.741689434E-1
2.723053442E1,1.479219845E-1,2.185221434E-2,-1.264168024E-3,1.495327084E-1
2.724055942E1,8.231680959E-2,-4.377225637E-3,7.609447679E-2,1.121855010E-1
2.725058542E1,2.476412773E-2,-1.365090966E-2,1.993958827E-1,2.013909814E-1
2.726061142E1,-2.669458598E-2,-2.579674602E-2,1.493098211E-1,1.538554377E-1
2.727063742E1,-4.060423493E-2,4.391843677E-3,2.097980976E-2,4.591453586E-2
2.728066242E1,-2.255782709E-2,2.827128768E-3,-7.868246357E-2,8.190102742E-2
2.729068842E1,1.788663268E-3,4.062470019E-2,-4.530188799E-2,6.087550112E-2
2.730071442E1,2.945783392E-2,1.325832760E-1,4.764078339E-2,1.439296123E-1
2.731073942E1,4.582492143E-2,1.476913118E-1,5.211040417E-2,1.631813140E-1
2.732076542E1,2.736613870E-2,1.040383387E-1,5.077488184E-2,1.189578500E-1
2.733079142E1,-7.522062868E-2,8.798246920E-2,1.900695920E-2,1.173044004E-1
2.734081642E1,-1.683337373E-1,1.106913006E-1,-5.510416031E-2,2.088666551E-1
2.735084242E1,-1.622470781E-1,-4.605267048E-2,-2.249880127E-1,2.811842255E-1
2.736086842E1,-1.181307131E-1,9.756079316E-3,-1.524766549E-1,1.931299478E-1
2.737089442E1,-3.743197426E-2,1.384357542E-1,-2.301112334E-2,1.452416005E-1
2.738091942E1,6.471084327E-2,1.510148692E-1,-4.248938640E-2,1.697007128E-1
2.739094542E1,9.265117854E-2,5.436273336E-2,1.338778496E-2,1.082533161E-1
2.740097142E1,9.571292683E-2,4.422249198E-3,6.474271973E-2,1.156379713E-1
2.741099642E1,8.643207997E-2,-3.417112827E-2,7.547818939E-2,1.197293929E-1
2.742102242E1,4.934728414E-2,-2.361222625E-2,1.006995694E-1,1.145997162E-1
2.743104842E1,3.326568693E-2,2.748366773E-2,1.438263023E-1,1.501597921E-1
2.744107342E1,8.089184314E-2,6.286575437E-2,1.548740315E-1,1.856921081E-1
2.745109942E1,6.615481317E-2,5.264891446E-2,8.275330424E-2,1.183067068E-1
2.746112542E1,5.789927557E-2,2.097571671E-2,-3.266605040E-2,6.970923649E-2
2.747115142E1,4.578077495E-3,-8.673174977E-3,-1.082611978E-1,1.087045064E-1
2.748117642E1,-2.406421602E-3,3.538150191E-3,-1.428661803E-1,1.429302447E-1
2.749120242E1,4.493322104E-2,2.612594426E-2,-1.034126866E-1,1.157399804E-1
2.750122842E1,8.121256292E-2,4.059487939E-2,5.470421076E-2,1.059998834E-1
2.751125342E1,6.886996776E-2,9.741753638E-2,1.722016704E-1,2.094914417E-1
2.752127942E1,7.471425980E-2,1.203842300E-1,1.494817293E-1,2.059596340E-1
2.753130542E1,2.311082751E-2,8.641073763E-2,9.913603306E-2,1.335248253E-1
2.754133042E1,-1.056445688E-2,3.562708497E-2,1.360646626E-2,3.957313301E-2
2.755135642E1,-6.702604830E-2,-3.465820134E-2,-6.552974582E-2,9.993912976E-2
2.756138242E1,-1.100811437E-1,-3.645388126E-2,-1.179745924E-1,1.654229371E-1
2.757140742E1,-8.292696655E-2,2.110377073E-2,-1.233107615E-1,1.500926208E-1
2.758143342E1,-5.656698748E-2,1.107959658E-1,-8.301058173E-2,1.495537589E-1
2.759145942E1,-6.560605198E-2,1.364944786E-1,-4.846757054E-2,1.590094404E-1
2.760148542E1,-1.170115560E-2,1.247982931E-1,8.655048609E-3,1.256441040E-1
2.761151042E1,-1.757088304E-2,8.351519644E-2,-4.144038677E-2,9.487270220E-2
