"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.141847640E2,-1.278142869E-2,-5.434834921E-1,-5.920124584E-1,8.037514679E-1
1.141947900E2,-6.527363777E-2,-2.182414770E-1,-3.093861204E-1,3.842001582E-1
1.142048160E2,-1.324441123E-1,2.219193757E-2,-2.594351113E-1,2.921309671E-1
1.142148420E2,-2.160370767E-2,3.793141419E-1,1.521275944E-1,4.092538862E-1
1.142248680E2,-4.182396412E-2,6.295895898E-1,1.065494839E0,1.238309956E0
1.142348940E2,-2.158525971E-1,5.372298950E-1,8.242428142E-1,1.007265864E0
1.142449200E2,-2.963655406E-1,5.216026264E-1,2.088789153E-1,6.352418711E-1
1.142549460E2,-3.625598225E-1,4.600682831E-1,-3.190334415E-1,6.670043379E-1
1.142649720E2,-1.864323315E-1,3.733119750E-1,-4.829127699E-1,6.382190754E-1
1.142749980E2,-4.797640443E-2,2.395265114E-1,-4.723988914E-1,5.318227127E-1
1.142850240E2,-6.549466252E-2,2.173889530E-1,-2.882437581E-1,3.669222966E-1
1.142950500E2,-1.353338063E-2,2.076615250E-1,1.271868807E-1,2.438912954E-1
1.143050760E2,-1.515949130E-1,2.002262056E-2,7.316036224E-3,1.530864049E-1
1.143151020E2,-1.014538693E-1,-1.632589388E-1,-2.382401240E-1,3.061122758E-1
1.143251280E2,5.585786641E-2,-1.213139373E-1,-1.365652299E-1,1.910163203E-1
1.143351540E2,4.174414963E-2,-1.493595225E-1,-1.283077919E-1,2.012802287E-1
1.143451800E2,4.933471262E-2,-2.338804400E-1,7.903564453E-2,2.517550539E-1
1.143552060E2,1.629706711E-1,-1.082828325E-1,5.761647499E-1,6.084820707E-1
1.143652320E2,2.682331243E-1,-4.405350745E-2,7.321287024E-1,7.809623278E-1
1.143752580E2,4.030029666E-1,-1.591319740E-2,3.398144460E-1,5.273883566E-1
1.143852840E2,4.915967622E-1,2.491902047E-1,-6.580631912E-2,5.550618041E-1
1.143953100E2,3.605290845E-1,6.050020480E-1,-7.203009546E-2,7.079527057E-1
1.144053360E2,5.750970483E-2,7.458041704E-1,2.205271536E-1,7.798483520E-1
1.144153620E2,-1.240314308E-1,7.352446836E-1,2.673990190E-2,7.461122992E-1
1.144253880E2,-1.515437499E-1,8.909028268E-1,-4.527089775E-2,9.048330283E-1
1.144354140E2,-2.905349895E-1,8.675034392E-1,1.767379403E-1,9.317773858E-1
1.144454400E2,-3.662201795E-1,7.572828394E-1,3.761162996E-2,8.420268128E-1
1.144554660E2,-4.017692041E-1,6.377961570E-1,-1.010977739E-1,7.605413803E-1
1.144654920E2,-3.280328912E-1,4.348521656E-1,9.500380576E-2,5.529264930E-1
1.144755180E2,-1.371365029E-1,2.551508564E-1,3.226049209E-1,4.335692735E-1
1.144855440E2,-2.508484751E-2,1.684921968E-1,1.146504503E-1,2.053377601E-1
1.144955700E2,-8.626426488E-2,1.548015261E-1,-1.387099886E-1,2.250455438E-1
1.145055960E2,-9.141829312E-3,1.384024251E-1,6.658458352E-2,1.538580874E-1
1.145156220E2,7.385998160E-2,2.556928933E-1,1.727302587E-1,3.172851948E-1
1.145256480E2,6.203720391E-2,1.129360467E-1,1.410260707E-1,1.910275319E-1
1.145356740E2,2.020087293E-1,2.393148422E-2,-7.544019163E-2,2.169595934E-1
1.145457000E2,2.305141979E-1,-1.770057428E-1,-1.790885210E-1,3.413803257E-1
1.145557260E2,2.780199015E-1,-4.781923127E-1,1.270681822E-1,5.675467175E-1
1.145657520E2,3.726342827E-1,-6.056464112E-1,7.604187012E-2,7.151547036E-1
1.145757780E2,3.544818941E-1,-7.898535848E-1,-2.218129563E-1,8.937153273E-1
1.145858040E2,3.473073605E-1,-1.041007285E0,-4.340411568E-1,1.180131474E0
1.145958300E2,3.788229758E-1,-1.227755658E0,-3.164466333E-1,1.323264628E0
1.146058560E2,5.178802890E-1,-1.004718295E0,-9.726375461E-2,1.134512707E0
1.146158820E2,2.713827270E-1,-6.053177977E-1,1.073291516E-1,6.719953627E-1
1.146259080E2,-1.176234671E-1,-9.465607184E-1,-1.918611789E-1,9.729456232E-1
1.146359340E2,1.949350601E-1,-8.227020729E-1,-2.223193252E-1,8.742220889E-1
1.146459600E2,4.767959976E-1,-2.865954280E-1,2.558156848E-1,6.123014186E-1
1.146559860E2,2.359103009E-1,-8.417242348E-2,1.661094564E-1,3.005511911E-1
1.146660120E2,-1.560370427E-1,2.267117536E-1,3.735786080E-2,2.777433846E-1
1.146760380E2,-3.334851274E-1,5.872557485E-1,1.215086496E-1,6.861821888E-1
1.146860640E2,-3.511902040E-1,5.172751021E-1,-4.177818042E-1,7.519639131E-1
1.146960899E2,-1.155667090E-1,2.857838345E-1,-5.155794096E-1,6.007080754E-1
1.147061159E2,2.062652099E-1,2.890296239E-1,5.897104096E-1,6.883616982E-1
1.147161419E2,2.810318023E-1,6.212081909E-2,1.106997206E0,1.143800981E0
1.147261679E2,2.215235192E-1,-2.166177052E-1,1.471136069E-1,3.429844211E-1
1.147361939E2,1.244831282E-1,-2.494656086E-2,-4.201581126E-1,4.389205164E-1
1.147462199E2,-8.416628391E-2,2.659722984E-1,-1.897374701E-1,3.373804002E-1
1.147562459E2,-3.011880317E-1,2.744881833E-1,4.244493842E-2,4.097066829E-1
1.147662719E2,-3.781163397E-1,4.519207728E-1,1.353607035E-1,6.045881832E-1
1.147762979E2,-4.786127275E-1,5.148637104E-1,2.648888093E-1,7.512129289E-1
1.147863239E2,-4.830118802E-1,-1.838189185E-2,-2.222152448E-1,5.319943471E-1
1.147963499E2,-2.459599105E-1,-2.073136157E-1,-2.883168483E-1,4.319743254E-1
1.148063759E2,-2.481499851E-2,-2.048683101E-1,-1.208210170E-1,2.391328643E-1
1.148164019E2,1.217793757E-1,-1.118192285E-1,-2.433377266E-1,2.941887241E-1
1.148264279E2,1.561697745E-1,-5.223902464E-3,-2.331916380E-1,2.807038077E-1
1.148364539E2,1.822945493E-1,-3.800163925E-2,8.943667173E-2,2.065776986E-1
1.148464799E2,2.528169402E-1,-7.868831992E-2,3.758292013E-1,4.597345381E-1
1.148565059E2,6.203603446E-2,-1.528292602E-1,2.769048375E-1,3.223065953E-1
1.148665319E2,6.910297930E-2,-9.788531363E-2,-9.063593566E-2,1.502385743E-1
1.148765579E2,2.970242295E-1,-3.587266803E-2,-5.072477120E-1,5.889061747E-1
1.148865839E2,3.564585453E-1,-3.737481773E-2,-9.606624484E-2,3.710637343E-1
1.148966099E2,3.243693182E-1,4.759458125E-2,4.839372021E-1,5.845305076E-1
1.149066359E2,2.851654914E-1,1.527789742E-1,-1.319535309E-1,3.493887616E-1
1.149166619E2,7.955780089E-2,3.486940277E-1,-3.305173731E-1,4.869894275E-1
1.149266879E2,-1.016208073E-1,5.562082028E-1,-3.400623679E-2,5.664369140E-1
1.149367139E2,-1.309098029E-1,7.819481492E-1,1.927973181E-1,8.159357146E-1
1.149467399E2,-2.294280776E-1,8.006153852E-1,1.588618326E-1,8.478557187E-1
1.149567659E2,-3.274420300E-1,5.920750237E-1,-2.361134917E-1,7.166035847E-1
1.149667919E2,-4.433411533E-1,3.458785933E-1,-7.905061340E-1,9.700944941E-1
1.149768179E2,-5.607193297E-1,1.642880487E-1,-8.944286978E-1,1.068362965E0
1.149868439E2,-5.776832718E-1,4.225022614E-2,-4.122240257E-1,7.109371924E-1
1.149968699E2,-3.699261448E-1,-6.052219033E-2,1.359109265E-1,3.987230468E-1
1.150068959E2,-7.112523884E-2,-2.262872458E-1,5.643533742E-1,6.121759945E-1
1.150169219E2,1.777392760E-1,-4.245253980E-1,7.831392270E-1,9.083612237E-1
1.150269479E2,3.688613668E-1,-6.318004221E-1,7.534558368E-1,1.050202923E0
1.150369739E2,5.822557944E-1,-7.964030510E-1,5.241075736E-1,1.117125051E0
1.150469999E2,6.887938178E-1,-8.058001113E-1,1.573205066E-1,1.071681149E0
1.150570259E2,6.722479516E-1,-7.314913559E-1,-3.076875043E-1,1.040032938E0
1.150670519E2,4.899963793E-1,-5.460375559E-1,-7.093345016E-1,1.020494439E0
1.150770779E2,2.465411237E-1,-3.578402424E-1,-7.042070782E-1,8.274900445E-1
1.150871039E2,6.810252070E-3,-1.847585660E-1,-4.352100152E-1,4.728528995E-1
1.150971299E2,-1.956256163E-1,-6.002108395E-2,-1.959618312E-1,2.833248164E-1
1.151071559E2,-2.762938035E-1,9.037456512E-2,-2.185630739E-2,2.915193407E-1
1.151171819E2,-2.177514803E-1,2.361883360E-1,8.393093348E-2,3.320316835E-1
1.151272079E2,-1.006057307E-1,2.798079801E-1,1.187815082E-1,3.201922320E-1
1.151372339E2,5.072167218E-2,3.184615839E-1,1.014907068E-1,3.380692710E-1
1.151472599E2,2.074217892E-1,3.358862865E-1,9.807768703E-2,4.067709783E-1
1.151572859E2,2.952136391E-1,3.470813656E-1,1.075969541E-1,4.681812380E-1
1.151673119E2,2.643976432E-1,3.739048827E-1,1.247035682E-1,4.746176935E-1
1.151773379E2,2.155383092E-1,4.272496158E-1,1.869395775E-1,5.137561703E-1
1.151873639E2,1.381281906E-1,5.014525366E-1,3.234200227E-1,6.124822892E-1
1.151973899E2,9.441148281E-2,5.699544221E-1,3.958605927E-1,7.003336207E-1
1.152074159E2,2.629726768E-2,5.869996405E-1,3.374159181E-1,6.775762879E-1
1.152174419E2,-2.984331161E-2,5.326135182E-1,2.525371510E-1,5.902057232E-1
1.152274679E2,-1.029688829E-1,3.700509828E-1,2.315345371E-1,4.484958892E-1
1.152374939E2,-1.050569236E-1,9.156973600E-2,1.845954287E-1,2.312951492E-1
1.152475199E2,-2.598210275E-2,-2.614313507E-1,3.712981939E-3,2.627455176E-1
1.152575449E2,8.253841907E-2,-6.162719715E-1,-2.035386533E-1,6.542413292E-1
1.152675719E2,1.471469361E-1,-8.344380194E-1,-3.284714323E-1,9.087532728E-1
1.152775979E2,1.850994587E-1,-9.283372861E-1,-3.781294960E-1,1.019339905E0
1.152876239E2,1.393561059E-1,-8.226295674E-1,-3.691586977E-1,9.123692638E-1
1.152976499E2,3.773734510E-2,-5.038218284E-1,-3.401442289E-1,6.090637392E-1
1.153076749E2,-8.224371940E-2,-1.102410650E-1,-3.352559566E-1,3.623722924E-1
1.153177019E2,-1.898938832E-1,2.168416536E-1,-3.951255977E-1,4.890850924E-1
1.153277279E2,-2.676039639E-1,4.393866813E-1,-3.375504041E-1,6.153152139E-1
1.153377529E2,-3.289111429E-1,5.071278441E-1,-1.145118713E-1,6.152025349E-1
1.153477789E2,-3.463305831E-1,5.351839542E-1,2.162393904E-1,6.731465009E-1
1.153578049E2,-2.691832969E-1,5.315171653E-1,5.566753954E-1,8.153880304E-1
1.153678309E2,-1.360386881E-1,5.248647881E-1,6.717398286E-1,8.632635563E-1
1.153778569E2,-6.798557639E-3,4.881717557E-1,5.476256597E-1,7.336564227E-1
1.153878829E2,8.180079281E-2,4.188290405E-1,4.411724210E-1,6.137933202E-1
1.153979089E2,1.325897080E-1,3.145182216E-1,3.603194618E-1,4.963183021E-1
1.154079349E2,1.294529691E-1,1.466674644E-1,2.415993494E-1,3.108692039E-1
1.154179609E2,1.333942848E-1,3.536922276E-2,6.747277558E-2,1.536150793E-1
1.154279869E2,2.139285707E-1,-3.762917161E-2,-6.072274983E-2,2.255407730E-1
1.154380129E2,2.434792292E-1,-1.214384830E-1,-1.411693275E-1,3.065260499E-1
1.154480389E2,1.841978180E-1,-1.909706479E-1,-2.094051647E-1,3.380076146E-1
1.154580649E2,1.128772822E-1,-2.233273852E-1,-1.807245719E-1,3.086709781E-1
1.154680909E2,2.685626149E-3,-2.281191784E-1,3.482601643E-3,2.281615670E-1
1.154781169E2,-1.194893137E-1,-1.817419875E-1,1.436345136E-1,2.606505699E-1
1.154881429E2,-1.072241941E-1,-6.165304184E-2,2.238472027E-1,2.557453724E-1
1.154981689E2,-1.003829518E-1,3.803730726E-2,2.342570007E-1,2.576818118E-1
1.155081949E2,-1.116821113E-1,3.189831555E-2,1.262676984E-1,1.715631901E-1
1.155182209E2,-4.566733897E-2,9.637205422E-2,-7.008589625E-2,1.276131323E-1
1.155282469E2,-2.785555065E-2,-9.819697022E-2,-2.225508749E-1,2.448417215E-1
1.155382729E2,5.002468407E-2,-2.183835644E-1,-3.781254029E-1,4.395141301E-1
1.155482989E2,1.087681514E-1,-3.373948681E-1,-2.993961525E-1,4.640084740E-1
1.155583249E2,1.312454331E-1,-4.210427964E-1,-2.607916653E-1,5.123618768E-1
1.155683509E2,2.280916965E-1,-3.196368742E-1,-2.371747613E-1,4.587433060E-1
1.155783769E2,2.708915609E-1,-2.222257698E-1,-1.496138763E-1,3.809866697E-1
1.155884029E2,2.268515021E-1,-1.260946208E-1,-3.152175486E-2,2.614480415E-1
1.155984289E2,1.780792916E-1,-8.087400913E-2,3.015935361E-2,1.978949874E-1
1.156084549E2,1.418894121E-1,-1.728495419E-1,6.183664441E-2,2.320201284E-1
1.156184809E2,1.358372515E-1,-2.561665177E-1,7.661723614E-2,2.999053927E-1
1.156285069E2,1.536955252E-1,-2.791957766E-1,5.195660412E-2,3.229118840E-1
1.156385329E2,1.085029802E-1,-2.249184126E-1,3.099492073E-2,2.516383797E-1
1.156485589E2,9.918544203E-2,-1.429790407E-1,5.522168934E-2,1.825655854E-1
1.156585849E2,7.498176992E-3,-1.037062168E-1,1.272020835E-1,1.642911200E-1
1.156686109E2,-5.633382976E-2,-2.406597018E-2,1.516200560E-1,1.635277123E-1
1.156786369E2,-1.326926190E-1,7.120973110E-2,1.675274062E-1,2.252633764E-1
1.156886629E2,-1.529274935E-1,8.193937182E-2,1.381726295E-1,2.217939459E-1
1.156986893E2,-1.464528716E-1,5.994331598E-2,5.752256870E-2,1.683760394E-1
1.157087153E2,-1.290714383E-1,1.239995635E-1,-1.803766626E-1,2.541083791E-1
1.157187413E2,-1.361907157E-1,1.478012395E-1,-3.951706213E-1,4.433429117E-1
1.157287673E2,-5.540763080E-2,2.531160253E-1,-3.029243624E-1,3.986237539E-1
1.157387933E2,-5.640282691E-2,3.030255193E-1,1.580502391E-2,3.086349672E-1
1.157488193E2,-1.814089885E-1,2.386599541E-1,3.550511205E-1,4.646817115E-1
1.157588453E2,-2.172100282E-1,1.482871431E-1,4.829110157E-1,5.498839171E-1
1.157688713E2,-1.242963096E-1,4.168246150E-2,4.212269837E-1,4.411566297E-1
1.157788973E2,8.342222571E-3,7.455375373E-2,2.160265517E-1,2.286817131E-1
1.157889233E2,9.011202514E-2,1.707199860E-1,-2.353036523E-2,1.944715115E-1
1.157989493E2,7.876257956E-2,2.763791728E-1,-1.968242955E-1,3.483228307E-1
1.158089753E2,-3.965581656E-3,3.320604533E-1,-2.563840342E-1,4.195386078E-1
1.158190013E2,-7.064138174E-2,3.147924560E-1,-1.985872310E-1,3.788421618E-1
1.158290273E2,-1.042453301E-1,2.287167639E-1,-7.242653668E-2,2.615799116E-1
1.158390533E2,-2.909106731E-2,1.528356922E-1,1.524135232E-2,1.563244633E-1
1.158490793E2,1.074706542E-1,1.079238135E-1,1.294409823E-1,1.998811120E-1
1.158591053E2,1.678367239E-1,9.805429816E-2,1.879037833E-1,2.703546616E-1
1.158691313E2,1.613208792E-1,1.241656244E-1,1.392631352E-1,2.466490405E-1
1.158791573E2,5.769096851E-2,1.522082859E-1,6.511693239E-2,1.753163570E-1
1.158891833E2,-1.676425964E-2,1.246813488E-1,5.539476693E-2,1.374593007E-1
1.158992093E2,-9.474068105E-2,7.572144270E-2,5.031996846E-2,1.313073980E-1
1.159092353E2,-7.611232907E-2,7.087059259E-2,8.670251369E-3,1.043594787E-1
1.159192613E2,5.416538984E-2,1.844808233E-1,-1.424106914E-1,2.392652683E-1
1.159292873E2,7.636960655E-2,1.990111542E-1,-2.930764818E-1,3.623969929E-1
1.159393133E2,-1.462973356E-3,1.027349943E-1,-2.852663559E-1,3.032053976E-1
1.159493393E2,-1.385711172E-1,4.591526091E-2,-1.083559227E-1,1.817998121E-1
1.159593653E2,-2.578642568E-1,6.165947378E-2,1.812870741E-1,3.211866574E-1
1.159693913E2,-2.604887795E-1,1.096937656E-1,3.503511286E-1,4.501477977E-1
1.159794173E2,-2.272649002E-1,1.131161410E-1,3.657468474E-1,4.452138279E-1
1.159894433E2,-2.035357296E-1,6.411238074E-2,2.536820358E-1,3.314992698E-1
1.159994693E2,-8.448232591E-2,1.423680067E-2,1.290246606E-2,8.663961862E-2
1.160094953E2,-1.369008601E-2,-1.254818326E-1,-1.733857316E-1,2.144661295E-1
1.160195213E2,-5.328859985E-2,-3.696381694E-1,-3.238749361E-1,4.943349324E-1
1.160295473E2,-7.340799183E-2,-5.109098232E-1,-5.454540038E-1,7.509578224E-1
1.160395733E2,-3.205326676E-2,-5.358949757E-1,-6.481305259E-1,8.415961119E-1
1.160495993E2,-8.263723701E-2,-5.348354602E-1,-6.157808053E-1,8.197950248E-1
1.160596253E2,-1.157318929E-1,-5.635306710E-1,-5.224376088E-1,7.771111525E-1
1.160696513E2,-8.859116435E-2,-5.036890966E-1,-3.123477352E-1,5.992597167E-1
1.160796773E2,-9.209364653E-3,-3.722103596E-1,-4.656722546E-3,3.723533929E-1
1.160897033E2,7.419122636E-2,-1.865349501E-1,2.704723155E-1,3.368306684E-1
1.160997293E2,7.351908892E-2,8.717789233E-2,4.183185786E-1,4.335844492E-1
1.161097553E2,2.583943069E-2,3.465422523E-1,4.192260665E-1,5.445270458E-1
1.161197813E2,-4.394971937E-2,4.602513009E-1,2.489890605E-1,5.251270228E-1
1.161298073E2,-1.098373148E-1,3.153643137E-1,8.678495944E-2,3.450369767E-1
1.161398333E2,-5.529565662E-2,1.374399734E-1,6.897784889E-2,1.634175620E-1
1.161498593E2,8.153065145E-2,7.950809956E-2,1.954151165E-1,2.261765965E-1
1.161598853E2,1.116961446E-1,1.033495367E-2,2.162849987E-1,2.436432651E-1
1.161699113E2,5.517140329E-2,-7.918942630E-2,2.055670524E-1,2.270961514E-1
1.161799373E2,-1.572082400E-2,-1.469048613E-1,1.561545718E-1,2.149707721E-1
1.161899633E2,-9.645333052E-2,-1.260876042E-1,1.031144786E-1,1.892985066E-1
1.161999893E2,-6.597384185E-2,-7.343284249E-2,1.555476308E-2,9.993438257E-2
1.162100153E2,7.067266434E-2,2.508981764E-2,1.005808800E-1,1.254616988E-1
1.162200413E2,2.536998698E-1,1.595781165E-1,3.899016953E-1,4.917846390E-1
1.162300673E2,3.625238621E-1,2.265854537E-1,5.176311976E-1,6.713468367E-1
1.162400933E2,5.548855627E-1,3.088598710E-1,5.995723236E-1,8.733724170E-1
1.162501193E2,7.232953137E-1,3.624917024E-1,5.933742750E-1,1.003319179E0
1.162601453E2,7.184596664E-1,4.052254933E-1,5.939513952E-1,1.016449828E0
1.162701713E2,5.818131602E-1,3.787124634E-1,5.915224618E-1,9.120463289E-1
1.162801973E2,4.017580944E-1,2.916211098E-1,5.148964548E-1,7.152417754E-1
1.162902233E2,2.657971743E-1,1.974774295E-1,4.245341688E-1,5.384001612E-1
1.163002493E2,2.156119841E-1,5.758045614E-2,3.360172641E-1,4.033753072E-1
1.163102753E2,2.921882898E-1,3.824722230E-2,3.808332485E-1,4.815296562E-1
1.163203013E2,5.791164243E-1,3.292742550E-1,6.004184157E-1,8.968275430E-1
1.163303273E2,7.710290587E-1,6.179214710E-1,7.987045151E-1,1.270528101E0
1.163403533E2,7.067468163E-1,8.159286582E-1,8.027531272E-1,1.345229802E0
1.163503793E2,4.295861632E-1,7.229667002E-1,5.116103196E-1,9.843628601E-1
1.163604053E2,2.635690928E-1,4.929553628E-1,-3.130950093E-2,5.598695752E-1
1.163704313E2,1.255593082E-1,1.658024776E-1,-5.043346292E-1,5.455355347E-1
1.163804573E2,-1.058843046E-2,-2.805780584E-1,-7.272252274E-1,7.795464662E-1
1.163904833E2,-1.192329133E-1,-5.987373412E-1,-6.869642240E-1,9.190335883E-1
1.164005093E2,-9.618640512E-2,-6.428159916E-1,-3.581852281E-1,7.421326575E-1
1.164105353E2,-9.313942105E-2,-5.251653349E-1,8.414844990E-2,5.399579080E-1
1.164205613E2,-5.883936167E-2,-2.597812665E-1,3.854396850E-1,4.685212137E-1
1.164305873E2,4.167895317E-2,1.266834354E-1,4.326056653E-1,4.526958025E-1
1.164406133E2,-1.663006604E-2,4.341464067E-1,3.367890966E-1,5.497149780E-1
1.164506393E2,-2.401340371E-1,5.333210313E-1,1.575029397E-1,6.057250649E-1
1.164606653E2,-3.346267962E-1,4.454233468E-1,-1.620228374E-1,5.801969066E-1
1.164706913E2,-2.808318275E-1,2.206715798E-1,-5.496891421E-1,6.555307883E-1
1.164807173E2,-7.999751151E-2,2.054711580E-3,-6.499010628E-1,6.548092968E-1
1.164907433E2,1.617947960E-1,-1.608183110E-1,-4.522055322E-1,5.064878365E-1
1.165007693E2,2.434722126E-1,-2.433546835E-1,-1.520948499E-1,3.763416847E-1
1.165107953E2,2.195588547E-1,-2.965041196E-1,1.703808475E-1,4.063870284E-1
1.165208213E2,1.985696894E-1,-2.288594359E-1,3.561328554E-1,4.675865414E-1
1.165308473E2,-8.198381066E-3,-1.924675351E-1,2.880309194E-1,3.465151888E-1
1.165408733E2,-1.127647233E-1,-1.834692550E-1,1.040821928E-1,2.391860222E-1
1.165508993E2,-3.024179935E-3,-5.830258727E-2,-9.506578624E-2,1.115609298E-1
1.165609253E2,1.298216361E-1,-4.425172806E-3,-1.994894564E-1,2.380531087E-1
1.165709513E2,1.313313872E-1,-7.243413806E-2,-1.171787864E-1,1.903299913E-1
1.165809773E2,1.387181747E-1,-2.334740585E-1,3.183984339E-2,2.734348983E-1
1.165910033E2,5.350377738E-2,-4.532627088E-1,1.732167470E-1,4.881739227E-1
1.166010293E2,-1.305513686E-1,-6.869975531E-1,1.445548654E-1,7.140766114E-1
1.166110553E2,-3.116150790E-1,-8.411441910E-1,-1.654820502E-1,9.121468174E-1
1.166210813E2,-3.964991087E-1,-8.665789944E-1,-6.568417078E-1,1.157415969E0
1.166311073E2,-2.093361676E-1,-5.638142610E-1,-1.194076865E0,1.336984559E0
1.166411333E2,2.133648992E-2,-1.386450845E-1,-1.367944407E0,1.375118034E0
1.166511593E2,7.817551911E-2,1.779974306E-1,-1.285277642E0,1.299897348E0
1.166611853E2,9.568617582E-2,3.897560996E-1,-1.323048316E0,1.382578211E0
1.166712113E2,1.290439564E-1,3.572227764E-1,-1.462937688E0,1.511438763E0
1.166812373E2,1.525164342E-1,1.100913763E-1,-1.527426630E0,1.538965069E0
1.166912633E2,9.386593759E-2,-1.758292830E-1,-1.401197523E0,1.415302529E0
1.167012893E2,1.712509131E-1,-1.397426069E-1,-8.215045631E-1,8.507200589E-1
1.167113153E2,3.197193199E-1,1.308799821E-1,-8.657679856E-2,3.561538366E-1
1.167213413E2,2.784742302E-1,2.969449997E-1,4.121269619E-1,5.792865116E-1
1.167313673E2,2.177649289E-1,5.536582321E-1,7.476097906E-1,9.554472257E-1
1.167413933E2,2.884238523E-1,9.574499881E-1,8.916992176E-1,1.339785913E0
1.167514193E2,3.768857932E-1,1.283204219E0,1.084462622E0,1.721834820E0
1.167614453E2,4.839822257E-1,1.478338670E0,1.235234832E0,1.986335597E0
1.167714713E2,5.582026881E-1,1.498882862E0,1.242799959E0,2.025534945E0
1.167814973E2,5.897092402E-1,1.318896793E0,1.103574831E0,1.817999765E0
1.167915233E2,4.376155597E-1,9.467033905E-1,7.223486495E-1,1.268677366E0
1.168015493E2,2.088847625E-1,4.130724567E-1,4.027737558E-1,6.135865032E-1
1.168115753E2,-1.342052937E-2,-9.021727502E-2,3.045171440E-1,3.178835609E-1
1.168216013E2,-1.365874493E-1,-5.217681026E-1,3.818682057E-1,6.608490075E-1
1.168316273E2,-1.480596864E-1,-7.879339439E-1,4.261088240E-1,9.079263740E-1
1.168416533E2,-1.002967054E-1,-8.848012573E-1,2.955194485E-1,9.382240875E-1
1.168516793E2,-8.170957625E-2,-7.970474142E-1,2.052957416E-2,8.014876785E-1
1.168617053E2,-1.620111430E-1,-5.542441231E-1,-4.262544197E-1,7.177234765E-1
1.168717313E2,-3.827406102E-1,-3.287158459E-1,-8.649446976E-1,1.001336014E0
1.168817573E2,-6.293890303E-1,-1.835569632E-1,-1.146025032E0,1.320301891E0
1.168917833E2,-6.764328039E-1,-2.855253875E-2,-1.222130637E0,1.397132735E0
1.169018093E2,-5.474566752E-1,9.643228054E-2,-1.115417781E0,1.246260335E0
1.169118353E2,-4.578036565E-1,5.449897349E-2,-9.306171155E-1,1.038557914E0
1.169218613E2,-4.299954683E-1,-4.504051745E-2,-7.278315836E-1,8.465598414E-1
1.169318873E2,-3.524993956E-1,-8.625520170E-2,-4.327196860E-1,5.647495997E-1
1.169419133E2,-2.130859870E-1,-4.108487606E-2,-9.243395448E-2,2.358763253E-1
1.169519393E2,-4.692507505E-2,-7.852810621E-4,1.136675334E-1,1.229751499E-1
1.169619653E2,1.390807021E-1,9.572476745E-3,2.339956301E-1,2.723766307E-1
1.169719913E2,3.418071771E-1,1.676396728E-3,2.024592572E-1,3.972715790E-1
1.169820173E2,5.009251177E-1,3.358757615E-2,1.559610289E-1,5.257165980E-1
1.169920433E2,5.368147427E-1,-1.644997180E-2,1.222103155E-1,5.507958158E-1
1.170020693E2,4.096486196E-1,-1.556984890E-1,4.744723141E-2,4.408006928E-1
1.170120953E2,2.835326564E-1,-3.269915020E-1,-6.830015659E-2,4.381542206E-1
1.170221213E2,2.305352479E-1,-4.823397428E-1,-2.241535968E-1,5.796921277E-1
1.170321473E2,2.024791378E-1,-6.112112063E-1,-2.979156375E-1,7.094580093E-1
1.170421733E2,2.138510951E-1,-6.196007913E-1,-3.020086884E-1,7.216970829E-1
1.170521993E2,2.711412370E-1,-5.170412135E-1,-1.714169741E-1,6.084677197E-1
1.170622253E2,2.913337192E-1,-2.845582581E-1,3.764671326E-2,4.089816783E-1
1.170722513E2,3.115384805E-1,6.189277768E-3,2.995347315E-1,4.322216878E-1
1.170822773E2,2.802465212E-1,2.602320868E-1,4.922075039E-1,6.233194033E-1
1.170923033E2,1.729609314E-1,4.371910518E-1,5.369691092E-1,7.137137548E-1
1.171023293E2,4.652307898E-2,4.925138980E-1,4.376781249E-1,6.605274238E-1
1.171123553E2,-5.814149648E-2,4.282752174E-1,1.998847282E-1,4.761869381E-1
1.171223813E2,-1.314123711E-1,2.988804281E-1,-1.055615383E-1,3.431354834E-1
1.171324073E2,-1.186914611E-1,1.181187263E-1,-3.138457918E-1,3.557230348E-1
1.171424333E2,-6.580953509E-2,-3.691902727E-2,-3.365967232E-1,3.449511031E-1
1.171524593E2,3.933918983E-2,-1.008518985E-1,-1.568217391E-1,1.905563831E-1
1.171624853E2,1.576301166E-1,-4.576060206E-2,-6.512044072E-3,1.642671394E-1
1.171725113E2,2.057240501E-1,2.756582111E-2,1.658738136E-1,2.656997955E-1
1.171825373E2,7.983817488E-2,3.686932594E-2,2.344441116E-1,2.503947340E-1
1.171925633E2,-9.415654421E-2,-4.626317024E-3,2.231507993E-1,2.422460254E-1
1.172025893E2,-1.747174349E-1,3.520316184E-3,9.027223885E-2,1.966917685E-1
1.172126153E2,-1.108374810E-1,6.708802879E-3,-1.216238397E-1,1.646885352E-1
1.172226413E2,-6.809550405E-2,-3.125336766E-4,-2.674966675E-1,2.760281914E-1
1.172326673E2,-9.277016938E-2,6.848522097E-2,-3.445553684E-1,3.633385910E-1
1.172426933E2,-9.836449295E-2,1.625248209E-1,-2.933600718E-1,3.494996747E-1
1.172527193E2,-1.109526712E-1,3.271806595E-1,-9.426998019E-2,3.581124242E-1
1.172627453E2,-2.228192621E-1,3.946455413E-1,4.115738153E-2,4.550686288E-1
