0.002726,-0.09451649
0.006526,-0.09690931
0.00587,-0.09092726
0.005783,-0.1052842
0.00579,-0.1052842
0.005812,-0.107677
0.005757,-0.107677
0.005782,-0.09451649
0.005771,-0.09451649
0.005829,-0.09451649
0.005812,-0.09690931
0.005802,-0.09332007
0.005795,-0.09332007
0.0058,-0.09451649
0.005793,-0.1040878
0.005779,-0.1040878
0.005811,-0.09810573
0.005811,-0.09930214
0.005787,-0.09930214
0.005816,-0.101695
0.005733,-0.101695
0.005788,-0.1100698
0.005832,-0.1004985
0.005764,-0.1004985
0.005809,-0.09810573
0.005733,-0.09690931
0.081361,-0.1004985
0.006425,-0.1004985
0.005791,-0.1028914
0.005795,-0.09451649
0.005765,-0.09451649
0.005799,-0.1040878
0.005774,-0.09451649
0.00578,-0.09451649
0.005788,-0.09930214
0.00575,-0.09930214
0.005814,-0.1028914
0.005836,-0.1040878
0.00583,-0.1040878
0.005812,-0.09092726
0.005757,-0.09092726
0.005771,-0.09092726
0.005839,-0.1004985
0.005794,-0.09571291
0.005774,-0.09571291
0.005818,-0.09212366
0.005801,-0.101695
0.005813,-0.101695
0.00578,-0.09212366
0.005783,-0.09212366
0.005766,-0.09212366
0.008542999,-0.09451649
0.00647,-0.09451649
0.005908,-0.09451649
0.00592,-0.1052842
0.005775,-0.09451649
0.005814,-0.09451649
0.005794,-0.09571291
0.005783,-0.09571291
0.005772,-0.09571291
0.005811,-0.09092726
0.005781,-0.09451649
0.005842,-0.09451649
0.005783,-0.08973085
0.005843,-0.09451649
0.005785,-0.09451649
0.005824,-0.09571291
0.005832,-0.09571291
0.005778,-0.08853443
0.005821,-0.09930214
0.005828,-0.09930214
0.005814,-0.1004985
0.005795,-0.09810573
0.005862,-0.09810573
0.005792,-0.1004985
0.005798,-0.1064806
0.005861001,-0.1064806
0.005887,-0.09571291
0.005791,-0.09092726
0.005816,-0.09092726
0.005773,-0.09451649
0.005813,-0.09451649
0.005755,-0.09810573
0.005734,-0.09092726
0.005983,-0.09092726
0.005741,-0.1004985
0.005743,-0.1004985
0.005761,-0.1004985
0.005802,-0.101695
0.005762,-0.09930214
0.005835,-0.09930214
0.005788,-0.09571291
0.005851,-0.08853443
0.005766,-0.08853443
0.005745,-0.08973085
0.005771,-0.08973085
0.005799,-0.09571291
0.005754,-0.1040878
0.005791,-0.1040878
0.005781,-0.1004985
0.008513,-0.1028914
0.006397,-0.09690931
0.005809,-0.09690931
0.005751,-0.09571291
0.005772,-0.1052842
0.005785,-0.1052842
0.005769,-0.09332007
0.0058,-0.08733803
0.005754,-0.08733803
0.005793,-0.09092726
0.005794,-0.09092726
0.005773,-0.09571291
0.005809999,-0.09571291
0.005791,-0.09571291
0.005843,-0.09332007
0.005764,-0.1040878
0.005795,-0.1040878
0.005792,-0.1028914
0.005806,-0.1064806
0.005781,-0.1064806
0.005799,-0.09690931
0.005771,-0.09690931
0.005802,-0.09690931
0.005766,-0.09571291
0.005827,-0.09571291
0.005783999,-0.09451649
0.005818,-0.08973085
0.005782,-0.08973085
0.005785,-0.09810573
0.005824,-0.1004985
0.005749,-0.1004985
0.005771,-0.09690931
0.005805,-0.101695
0.005778,-0.101695
0.005847,-0.1040878
0.00577,-0.101695
0.005806,-0.101695
0.00576,-0.09571291
0.005809,-0.09571291
0.005840001,-0.09571291
0.005775,-0.107677
0.005767,-0.107677
0.005806,-0.09810573
0.005769,-0.101695
0.00578,-0.101695
0.00576,-0.09332007
0.005752,-0.1004985
0.005818,-0.1004985
0.005763,-0.101695
0.005846,-0.1004985
0.008522,-0.1004985
0.006482,-0.09451649
0.005845,-0.08973085
0.005744,-0.08973085
0.00583,-0.09571291
0.005774,-0.09690931
0.005797,-0.09690931
0.005783,-0.08853443
0.005777,-0.09690931
0.005776,-0.09690931
0.00575,-0.09810573
0.005804,-0.09571291
0.005788,-0.09571291
0.005768,-0.08973085
0.0058,-0.1004985
0.005818,-0.1004985
0.005769,-0.09571291
0.005783,-0.09571291
0.005796,-0.09690931
0.005789,-0.09930214
0.005725,-0.09930214
0.005840001,-0.09212366
0.005788,-0.09451649
0.005834,-0.09451649
0.005808,-0.09451649
0.005777,-0.09930214
0.005778,-0.09930214
0.005827,-0.09810573
0.005805,-0.09810573
0.005768,-0.09810573
0.005768,-0.1028914
0.005792,-0.1028914
0.00582,-0.1004985
0.005744,-0.1028914
0.005809,-0.1028914
0.005752,-0.09212366
0.005789,-0.09930214
0.005805,-0.09930214
0.005786,-0.09690931
0.005788,-0.09690931
0.005802,-0.09690931
0.005789,-0.1028914
0.005782,-0.09451649
0.005827,-0.09451649
0.005786,-0.09332007
0.005807,-0.09332007
0.005797,-0.1028914
0.005827,-0.09810573
0.0058,-0.09810573
0.005779,-0.1004985
0.035142,-0.09451649
