0.004843,-0.02512464,-0.2464607,9.920643,0.001832596,-0.005345071,-0.001679879
0.014319,-0.01794617,-0.2368894,9.926624,0.001374447,-0.004734206,-0.0009162978
0.013765,-0.02512464,-0.2392823,9.918249,0.0009162978,-0.005497787,-0.0009162978
0.013692,-0.02871387,-0.2572284,9.921839,0.002596178,-0.004734206,-0.0003054326
0.013679,-0.03110669,-0.2512464,9.925427,0.002748893,-0.004734206,-0.001069014
0.013704,-0.02751746,-0.2416751,9.927821,0.003054326,-0.00580322,-0.0001527163
0.013598,-0.03948157,-0.2285146,9.920643,0.002748893,-0.005497787,-0.0004581489
0.071109,-0.03828516,-0.2201397,9.920643,0.002596178,-0.004581489,-0.0007635815
0.014333,-0.04666004,-0.2261217,9.929017,0.003817908,-0.00412334,-0.0007635815
0.030739,-0.03110669,-0.2380858,9.913465,0.003359759,-0.00412334,-0.001679879
0.013692,-0.03230311,-0.2380858,9.950553,0.003054326,-0.004734206,-0.001832596
0.013732,-0.03708875,-0.235693,9.91466,0.001985312,-0.005039638,-0.0006108652
0.013691,-0.0526421,-0.235693,9.929017,0.002138028,-0.004276057,-0.001374447
0.016416,-0.04307081,-0.2321038,9.921839,0.002443461,-0.003665191,-0.001069014
0.01437,-0.04307081,-0.2344966,9.907481,0.003512475,-0.004886922,-0.0004581489
0.013712,-0.04546363,-0.2344966,9.925427,0.002290745,-0.004276057,-0.0004581489
0.013735,-0.05383851,-0.2416751,9.917053,0.002138028,-0.004886922,-0.0009162978
0.013613,-0.04067799,-0.2309074,9.923035,0.001374447,-0.00580322,-0.0007635815
0.013683,-0.04546363,-0.2404787,9.933803,0.003054326,-0.003970624,-0.0004581489
0.013664,-0.03349952,-0.2333002,9.927821,0.002596178,-0.004428772,-0.0006108652
0.013843,-0.02273181,-0.2380858,9.936195,0.002748893,-0.004276057,-0.0007635815
0.013746,-0.01914258,-0.2309074,9.917053,0.002138028,-0.00412334,-0.0004581489
0.01366,-0.01914258,-0.2237289,9.930214,0.001985312,-0.003512475,-0.0004581489
0.013685,-0.01914258,-0.2273181,9.930214,0.002596178,-0.005497787,-0.0009162978
0.013722,-0.03948157,-0.2273181,9.926624,0.002290745,-0.004734206,-0.0006108652
0.013733,-0.04785645,-0.2309074,9.927821,0.003207042,-0.005039638,-0.001679879
0.016521,-0.0526421,-0.2452643,9.913465,0.001679879,-0.005955935,-0.0004581489
0.014305,-0.0526421,-0.25005,9.932607,0.00290161,-0.004428772,-0.0001527163
0.013698,-0.05982056,-0.2524428,9.929017,0.003054326,-0.003817908,-0.0004581489
0.013704,-0.04067799,-0.2572284,9.932607,0.002596178,-0.005039638,-0.0001527163
0.013699,-0.04187439,-0.2572284,9.930214,0.001832596,-0.004428772,-0.0004581489
0.013948,-0.02392823,-0.235693,9.930214,0.003512475,-0.004276057,-0.001069014
0.013676,-0.01555335,-0.256032,9.930214,0.002138028,-0.004886922,-0.001069014
0.013666,-0.03589234,-0.2416751,9.937392,0.002748893,-0.003512475,-0.001374447
0.013706,-0.04307081,-0.1926222,9.929017,0.002748893,-0.003665191,-0.00122173
0.013718,-0.05503492,-0.1758725,9.911071,0.002596178,-0.005039638,-0.0003054326
0.013696,-0.06221338,-0.1854437,9.949356,0.002443461,-0.004886922,0.001985312
0.013666,-0.02033899,-0.2344966,9.944571,0.002596178,-0.004428772,0.001679879
0.013712,-0.02033899,-0.2392823,9.979266,0.002290745,-0.005039638,0.00122173
0.016433,-0.08614161,-0.2572284,9.944571,0.002748893,-0.00580322,0.00122173
0.014226,-0.107677,-0.2380858,9.93141,0.002138028,-0.004581489,0.0003054326
0.013712,-0.06939185,-0.2440679,9.908678,0.0009162978,-0.005497787,-0.0003054326
0.013614,0.03708875,-0.2321038,9.946963,0.001832596,-0.005039638,-0.001832596
0.013708,0.04546363,-0.2416751,9.930214,0.002443461,-0.00580322,-0.001527163
0.01364,-0.02991028,-0.2620141,9.919446,0.001679879,-0.005955935,-0.001527163
0.013655,-0.05024927,-0.2165504,9.899107,0.0009162978,-0.00412334,-0.0006108652
0.013666,-0.03828516,-0.235693,9.899107,0.001832596,-0.005039638,-0.0007635815
0.013718,-0.003589234,-0.2285146,9.932607,0.002748893,-0.004581489,-0.0001527163
0.013713,-0.0107677,-0.2751746,9.905089,0.002138028,-0.004734206,0.001069014
0.013742,-0.0107677,-0.2727818,9.946963,0.004886922,-0.003970624,0.0001527163
0.013629,-0.03589234,-0.3014956,9.907481,0.002748893,-0.004276057,0.0001527163
0.013687,-0.05503492,-0.2584249,9.921839,0.002748893,-0.00580322,-0.001374447
0.048098,0.004785645,-0.2081756,9.963713,0.002596178,-0.005192355,-0.0009162978
0.014289,-0.05024927,-0.1866402,9.936195,0.002443461,-0.005650503,0.0
0.013653,-0.08374879,-0.1818545,9.906285,0.002748893,-0.004886922,0.0
0.013695,-0.06460621,-0.2045863,9.934999,0.002596178,-0.003817908,0.001374447
0.013716,-0.04546363,-0.2368894,9.956534,0.003512475,-0.003512475,-0.0001527163
0.013672,-0.04905286,-0.2416751,9.943375,0.002596178,-0.005497787,0.0004581489
0.013646,-0.05144568,-0.2608177,9.938589,0.002290745,-0.005497787,0.0004581489
0.01365,-0.04905286,-0.2620141,9.933803,0.003512475,-0.005650503,-0.001069014
0.013632,-0.03110669,-0.2524428,9.920643,0.003207042,-0.003970624,-0.001985312
0.013654,-0.02273181,-0.2428715,9.932607,0.001832596,-0.004428772,-0.001527163
0.013663,-0.02991028,-0.2548356,9.925427,0.001374447,-0.003665191,-0.00290161
0.013675,-0.01555335,-0.2440679,9.934999,0.00290161,-0.004428772,-0.001985312
0.013625,0.03589234,-0.2081756,9.927821,0.001374447,-0.00412334,-0.002138028
0.013686,0.009571291,-0.2117648,9.921839,0.003817908,-0.004734206,0.0009162978
0.016483,0.00837488,-0.2368894,9.948159,0.001374447,-0.003665191,0.0009162978
0.014303,-0.04426722,-0.2572284,9.944571,0.002748893,-0.005497787,0.001832596
0.013773,-0.08494519,-0.2524428,9.918249,0.003817908,-0.003817908,0.0001527163
0.013662,-0.1124627,-0.2213361,9.930214,0.001985312,-0.003512475,-0.0001527163
0.013661,-0.1004985,-0.2105684,9.936195,0.003054326,-0.003970624,-0.0003054326
0.013708,-0.02991028,-0.2404787,9.926624,0.003054326,-0.004276057,-0.0006108652
0.013738,-0.03708875,-0.2285146,10.01037,0.001679879,-0.005039638,0.0003054326
0.013673,-0.1100698,-0.256032,9.881161,0.0007635815,-0.005650503,-0.00122173
0.013713,-0.1184447,-0.282353,9.82134,0.003207042,-0.004886922,-0.0009162978
0.013643,-0.0634098,-0.1447658,10.08335,0.001985312,-0.005497787,-0.001527163
0.013666,0.005982057,-0.195015,9.894321,0.00122173,-0.005345071,-0.001374447
0.01365,-0.007178468,-0.2213361,9.937392,0.002596178,-0.004581489,-0.00122173
0.013696,0.03589234,-0.2656033,9.879965,0.002290745,-0.003817908,0.001374447
0.016465,0.02871387,-0.2584249,10.07618,0.001069014,-0.004734206,-0.001069014
0.014281,-0.05024927,-0.2584249,9.902697,0.002748893,-0.005192355,-0.0007635815
0.013683,-0.05383851,-0.256032,9.857233,0.002443461,-0.003817908,-0.001374447
0.013641,-0.03469593,-0.2536392,9.951749,0.002290745,-0.004734206,-0.001679879
0.013688,0.02871387,-0.323031,9.963713,0.002748893,-0.00412334,-0.0009162978
0.013678,0.09571291,-0.2416751,10.02593,0.004428772,-0.005192355,0.0001527163
